lat,lon,distance,pci,mean_rsrp
51.38331,12.304979965765302,6818.631923657263,216,-338.49536
51.38331,12.305698173894857,6866.334000365668,216,-338.68018
51.38331,12.306416382024413,6914.0684036495995,216,-339.3504
51.38331,12.307134590153968,6961.834468554372,216,-340.23694
51.38331,12.307852798283523,7009.631547815424,216,-341.13293
51.38331,12.308571006413079,7057.459011288533,216,-342.0393
51.38331,12.309289214542634,7105.316245400471,216,-342.9508
51.38331,12.31000742267219,7153.202652621118,216,-343.87646
51.38331,12.310725630801745,7201.1176509546185,216,-345.0161
51.38331,12.3114438389313,7249.060673450728,216,-346.15637
51.38331,12.312162047060855,7297.031167730636,216,-347.2426
51.38375941553636,12.184321,2751.8135128785984,216,-103.0116
51.38375941553636,12.185039208129556,2717.649287861797,216,-98.053024
51.38375941553636,12.185757416259111,2683.9813040176573,216,-93.07778
51.38375941553636,12.186475624388667,2650.8284695861003,216,-88.09846
51.38375941553636,12.187193832518222,2618.2103537342173,216,-84.42793
51.38375941553636,12.187912040647777,2586.147189165104,216,-81.63513
51.38375941553636,12.188630248777333,2554.659871306007,216,-79.61142
51.38375941553636,12.189348456906888,2523.7699535648535,216,-79.9331
51.38375941553636,12.190066665036444,2493.499638142474,216,-77.61261
51.38375941553636,12.190784873165999,2463.8717618347328,216,-81.17869
51.38375941553636,12.191503081295554,2434.909776271219,216,-85.780655
51.38375941553636,12.19222128942511,2406.6377219844217,216,-90.22989
51.38375941553636,12.192939497554665,2379.080195721379,216,-94.835884
51.38375941553636,12.19365770568422,2352.262310409388,216,-100.25556
51.38375941553636,12.194375913813776,2326.209647214674,216,-106.89326
51.38375941553636,12.195094121943331,2300.9481991437638,216,-113.41209
51.38375941553636,12.195812330072886,2276.50430573643,216,-119.6828
51.38375941553636,12.196530538202442,2252.904578423044,216,-131.06674
51.38375941553636,12.197248746331997,2230.1758162726305,216,-138.72583
51.38375941553636,12.197966954461553,2208.3449119350907,216,-146.96635
51.38375941553636,12.198685162591108,2187.438747766915,216,-156.63075
51.38375941553636,12.199403370720663,2167.4840822910455,216,-165.94661
51.38375941553636,12.200121578850219,2148.507427341336,216,-175.04257
51.38375941553636,12.200839786979774,2130.5349164700006,216,-183.79874
51.38375941553636,12.20155799510933,2113.592165455481,216,-191.5791
51.38375941553636,12.202276203238885,2097.704125961129,216,-193.66061
51.38375941553636,12.20299441136844,2082.8949337150057,216,-199.99535
51.38375941553636,12.203712619497995,2069.1877528039986,216,-206.00586
51.38375941553636,12.20443082762755,2056.6046179206387,216,-212.15585
51.38375941553636,12.205149035757106,2045.1662766619063,216,-219.35953
51.38375941553636,12.205867243886662,2034.892034134867,216,-225.2504
51.38375941553636,12.206585452016217,2025.7996022877512,216,-232.10559
51.38375941553636,12.207303660145772,2017.904956465668,216,-239.71378
51.38375941553636,12.208021868275328,2011.2222017191475,216,-249.19713
51.38375941553636,12.208740076404883,2005.7634513343016,216,-262.5333
51.38375941553636,12.209458284534438,2001.5387199332097,216,-275.47086
51.38375941553636,12.210176492663994,1998.5558332812445,216,-287.7254
51.38375941553636,12.210894700793549,1996.8203566577424,216,-295.62338
51.38375941553636,12.211612908923104,1996.3355433012903,216,-300.9252
51.38375941553636,12.21233111705266,1997.1023040398698,216,-305.33313
51.38375941553636,12.213049325182215,1999.1191987529717,216,-308.5074
51.38375941553636,12.21376753331177,2002.3824498601564,216,-310.78986
51.38375941553636,12.214485741441326,2006.8859775436308,216,-315.17065
51.38375941553636,12.215203949570881,2012.6214559318576,216,-321.6913
51.38375941553636,12.215922157700437,2019.578389059012,216,-328.16098
51.38375941553636,12.216640365829992,2027.7442049949052,216,-334.5652
51.38375941553636,12.217358573959547,2037.1043662218653,216,-341.39685
51.38375941553636,12.218076782089103,2047.6424940712193,216,-347.50854
51.38375941553636,12.218794990218658,2059.340504825912,216,-352.9458
51.38375941553636,12.219513198348213,2072.1787550190356,216,-358.27573
51.38375941553636,12.220231406477769,2086.136193379227,216,-363.06332
51.38375941553636,12.220949614607324,2101.190516952733,216,-365.70898
51.38375941553636,12.22166782273688,2117.318329010037,216,-361.43475
51.38375941553636,12.222386030866435,2134.4952965080347,216,-357.27853
51.38375941553636,12.22310423899599,2152.696305074233,216,-353.06155
51.38375941553636,12.223822447125546,2171.8956097262185,216,-348.92758
51.38375941553636,12.224540655255101,2192.0669797745313,216,-341.31525
51.38375941553636,12.225258863384656,2213.1838366193538,216,-323.70276
51.38375941553636,12.225977071514212,2235.219383441031,216,-318.58914
51.38375941553636,12.226695279643767,2258.146725994551,216,-316.7934
51.38375941553636,12.227413487773322,2281.938983997341,216,-313.52655
51.38375941553636,12.228131695902878,2306.5693928009946,216,-309.89526
51.38375941553636,12.228849904032433,2332.011395226046,216,-304.49768
51.38375941553636,12.229568112161989,2358.238723634687,216,-297.88214
51.38375941553636,12.230286320291544,2385.225472435578,216,-290.68655
51.38375941553636,12.2310045284211,2412.946161347154,216,-286.7599
51.38375941553636,12.231722736550655,2441.375789848633,216,-283.35153
51.38375941553636,12.23244094468021,2470.489883290449,216,-281.1062
51.38375941553636,12.233159152809765,2500.2645312199716,216,-277.53992
51.38375941553636,12.23387736093932,2530.6764185034317,216,-270.09445
51.38375941553636,12.234595569068876,2561.702849804543,216,-263.77258
51.38375941553636,12.235313777198431,2593.3217680505904,216,-258.17398
51.38375941553636,12.236031985327987,2625.5117674461108,216,-252.1537
51.38375941553636,12.236750193457542,2658.2521016150986,216,-248.83394
51.38375941553636,12.237468401587098,2691.5226874113405,216,-243.98524
51.38375941553636,12.238186609716653,2725.304104924772,216,-244.17569
51.38375941553636,12.238904817846208,2759.5775941488528,216,-242.78725
51.38375941553636,12.239623025975764,2794.325048782414,216,-241.0002
